id,name,long_name,nationality,age,overall,potential,growth,club,contract,contract_type,contract_start_year,contract_end_year,positions,primary_position,preferred_foot,best_position,height_cm,weight_kg,value_eur,wage_eur,release_clause_eur,weak_foot,skill_moves,international_reputation,hits,joined_date,value_per_overall
183909,I. Traoré,Ibrahima Traoré,Guinea,32,75,75,0,Borussia Mönchengladbach,2014 ~ 2021,active,2014,2021,RM,RM,Left,RM,171,61,4500000,32000,8500000,3,4,2,19.0,2014-07-01,60000.0
170597,T. Krul,Tim Krul,Netherlands,32,75,75,0,Norwich City,2018 ~ 2022,active,2018,2022,GK,GK,Left,GK,188,74,2800000,9000,7600000,2,1,2,15.0,2018-07-24,37333.33
224869,Bustinza,Unai Bustinza Martínez,Spain,28,75,77,2,CD Leganés,2016 ~ 2021,active,2016,2021,"CB, RB",CB,Right,CB,175,74,5500000,13000,10900000,3,2,1,14.0,2016-07-18,73333.33
198760,S. Taïder,Saphir Taïder,Algeria,28,75,75,0,Montreal Impact,2019 ~ 2021,active,2019,2021,"CM, CDM, LW",CM,Right,CM,180,79,5500000,9000,9400000,2,4,2,23.0,2019-11-22,73333.33
219244,D. von Ballmoos,David von Ballmoos,Switzerland,25,75,81,6,BSC Young Boys,2015 ~ 2022,active,2015,2022,GK,GK,Right,GK,192,90,7000000,15000,11900000,3,1,1,21.0,2015-07-01,93333.33
230252,Jorginhson,Jorgino Silas Ruiz Prestes,Brazil,28,75,75,0,Goiás,2019 ~ 2023,active,2019,2023,"CDM, CM, CAM",CDM,Left,CDM,178,75,4900000,13000,11400000,4,2,1,3.0,2019-01-01,65333.33
169324,A. Ulmer,Andreas Ulmer,Austria,34,75,75,0,FC Red Bull Salzburg,2009 ~ 2022,active,2009,2022,"LB, LWB",LB,Left,LB,175,73,2100000,24000,3500000,3,3,1,18.0,2009-01-28,28000.0
209781,P. Capelle,Pierrick Capelle,France,33,75,75,0,Angers SCO,2015 ~ 2021,active,2015,2021,"LM, CM, LB",LM,Left,LM,181,73,3500000,22000,8000000,4,3,1,9.0,2015-07-01,46666.67
207733,Filipe Augusto,Filipe Augusto Carvalho Souza,Brazil,26,75,76,1,Rio Ave FC,2019 ~ 2021,active,2019,2021,"CM, CDM",CM,Left,CM,183,77,6500000,11000,16300000,2,3,1,13.0,2019-01-30,86666.67
192371,F. Rinaudo,Fabián Rinaudo,Argentina,33,75,75,0,Rosario Central,2019 ~ 2021,active,2019,2021,"CDM, CM",CDM,Right,CDM,176,74,2800000,15000,4800000,3,3,2,5.0,2019-01-21,37333.33
189043,D. Brosinski,Daniel Brosinski,Germany,31,75,75,0,1. FSV Mainz 05,2014 ~ 2022,active,2014,2022,"RB, LB",RB,Right,RB,178,70,4100000,23000,8600000,3,3,1,12.0,2014-07-03,54666.67
183666,Roberto,Roberto Jiménez Gago,Spain,34,75,75,0,Real Valladolid CF,2020 ~ 2023,active,2020,2023,GK,GK,Right,GK,192,96,950000,14000,6100000,2,1,2,8.0,2020-08-28,12666.67
235134,P. Rosario,Pablo Rosario,Netherlands,23,75,80,5,PSV,2016 ~ 2023,active,2016,2023,"CDM, CM",CDM,Right,CDM,188,73,8000000,13000,11800000,3,3,1,78.0,2016-07-25,106666.67
220031,O. McBurnie,Oliver McBurnie,Scotland,24,75,79,4,Sheffield United,2019 ~ 2023,active,2019,2023,ST,ST,Right,ST,191,77,8000000,31000,17800000,3,3,1,66.0,2019-08-02,106666.67
220287,J. Dinenno,Juan Dinenno,Argentina,25,75,78,3,U.N.A.M.,2020 ~ 2023,active,2020,2023,ST,ST,Right,ST,187,84,7500000,15000,15100000,3,2,1,29.0,2020-01-24,100000.0
230528,Rafael Cachoira,Rafael Jorgino Cachoira Rebelo,Brazil,20,75,75,0,Fortaleza,2019 ~ 2023,active,2019,2023,"CB, CDM",CB,Right,CB,188,84,5500000,9000,12400000,3,2,1,8.0,2019-01-01,73333.33
199767,M. van Ginkel,Marco van Ginkel,Netherlands,27,75,76,1,PSV,"Jun 30, 2021 On Loan",loan,2021,2021,CM,CM,Right,CAM,186,82,6500000,67000,0,4,3,2,69.0,2013-07-05,86666.67
230244,Leo Vimieiro,Leôncio Roger Vimieiro Madeira,Brazil,24,75,75,0,São Paulo,2019 ~ 2023,active,2019,2023,LB,LB,Left,LB,168,66,6000000,26000,12400000,3,2,1,2.0,2019-01-01,80000.0
200826,M. Quiroga,Mauro Quiroga,Argentina,30,75,75,0,Atlético de San Luis,2020 ~ 2022,active,2020,2022,ST,ST,Left,ST,187,78,5500000,18000,11100000,2,2,1,9.0,2020-06-25,73333.33
221797,E. Thommy,Erik Thommy,Germany,25,75,76,1,VfB Stuttgart,2018 ~ 2022,active,2018,2022,"LM, RM, CAM",LM,Right,LM,174,70,6500000,22000,15000000,3,3,1,23.0,2018-01-18,86666.67
215930,T. Jedvaj,Tin Jedvaj,Croatia,24,75,81,6,Bayer 04 Leverkusen,2013 ~ 2023,active,2013,2023,"CB, RB, LB",CB,Right,CB,184,82,8000000,38000,15200000,3,2,2,77.0,2013-07-12,106666.67
215162,A. Donatti,Alejandro Donatti,Argentina,33,75,75,0,San Lorenzo de Almagro,2020 ~ 2021,active,2020,2021,CB,CB,Right,CB,192,86,2700000,18000,4700000,4,2,1,9.0,2020-01-03,36000.0
171896,H. Ayala,Hugo Ayala,Mexico,33,75,75,0,Tigres U.A.N.L.,2010 ~ 2022,active,2010,2022,CB,CB,Right,CB,183,81,2700000,37000,5000000,2,2,1,18.0,2010-07-01,36000.0
225144,P. Tau,Percy Tau,South Africa,26,75,77,2,RSC Anderlecht,"Jun 30, 2021 On Loan",loan,2021,2021,"CF, CAM, LW",CF,Left,CAM,175,65,7000000,53000,0,4,4,1,23.0,2018-07-20,93333.33
223608,Eraso,Javier Eraso Goñi,Spain,30,75,75,0,CD Leganés,2017 ~ 2022,active,2017,2022,"CM, CAM, RM",CM,Right,CM,180,71,5500000,13000,9600000,3,3,1,7.0,2017-07-24,73333.33
157304,T. Vermaelen,Thomas Vermaelen,Belgium,34,75,75,0,Vissel Kobe,2019 ~ 2022,active,2019,2022,CB,CB,Left,CB,183,80,1800000,10000,3300000,3,2,3,25.0,2019-07-27,24000.0
221306,M. Barrios,Michael Barrios,Colombia,29,75,75,0,FC Dallas,2015 ~ 2020,active,2015,2020,"RM, RW, ST",RM,Right,RM,162,65,5500000,9000,9800000,2,3,1,21.0,2015-02-20,73333.33
189303,Nélson Oliveira,Nélson Miguel Castro Oliveira,Portugal,28,75,75,0,AEK Athens,2019 ~ 2021,active,2019,2021,ST,ST,Right,ST,186,82,6000000,1000,15400000,4,3,1,15.0,2019-07-20,80000.0
234102,I. Radu,Ionuț Andrei Radu,Romania,23,75,85,10,Inter,2013 ~ 2021,active,2013,2021,GK,GK,Right,GK,188,78,11000000,43000,16200000,2,1,1,229.0,2013-08-13,146666.67
206198,D. Heintz,Dominique Heintz,Germany,26,75,77,2,SC Freiburg,2018 ~ 2022,active,2018,2022,CB,CB,Left,CB,188,90,6000000,21000,13100000,3,2,2,15.0,2018-07-01,80000.0
205942,S. Lung,Silviu Lung,Romania,31,75,75,0,Kayserispor,2017 ~ 2022,active,2017,2022,GK,GK,Right,GK,189,78,3000000,11000,8600000,3,1,1,5.0,2017-06-29,40000.0
198006,J. Toornstra,Jens Toornstra,Netherlands,31,75,75,0,Feyenoord,2014 ~ 2022,active,2014,2022,"CM, CAM",CM,Right,CM,178,74,4600000,14000,7700000,2,3,1,9.0,2014-08-25,61333.33
193141,I. Pillud,Iván Pillud,Argentina,34,75,75,0,Racing Club,2010 ~ 2022,active,2010,2022,RB,RB,Right,RB,178,82,2100000,17000,3200000,3,2,1,9.0,2010-08-01,28000.0
182133,A. Epureanu,Alexandru Epureanu,Moldova,33,75,75,0,Medipol Başakşehir FK,2014 ~ 2021,active,2014,2021,CB,CB,Left,CB,189,76,2700000,30000,5900000,2,2,1,9.0,2014-07-11,36000.0
246646,M. Caqueret,Maxence Caqueret,France,20,75,87,12,Olympique Lyonnais,2018 ~ 2023,active,2018,2023,"CM, CDM",CM,Right,CM,174,63,13500000,37000,25200000,3,3,1,613.0,2018-12-14,180000.0
168565,H. Rodallega,Hugo Rodallega,Colombia,34,75,75,0,Denizlispor,2019 ~ 2025,active,2019,2025,ST,ST,Right,ST,181,72,2700000,26000,7000000,3,3,2,16.0,2019-07-01,36000.0
235899,D. Zeefuik,Deyovaisio Zeefuik,Netherlands,22,75,81,6,Hertha BSC,2020 ~ 2023,active,2020,2023,RB,RB,Right,RB,177,76,8500000,30000,15200000,3,2,1,80.0,2020-08-06,113333.33
213884,R. Christie,Ryan Christie,Scotland,25,75,79,4,Celtic,2015 ~ 2022,active,2015,2022,"CAM, RM, CM",CAM,Left,CAM,178,71,8000000,44000,15900000,4,3,1,25.0,2015-09-01,106666.67
234568,Gedson Fernandes,Gedson Carvalho Fernandes,Portugal,21,75,84,9,Tottenham Hotspur,"Jun 30, 2021 On Loan",loan,2021,2021,"CM, RM",CM,Right,CAM,181,71,12500000,10000,0,3,3,1,189.0,2015-07-20,166666.67
228229,F. Balbuena,Fabián Balbuena,Paraguay,28,75,76,1,West Ham United,2018 ~ 2021,active,2018,2021,CB,CB,Right,CB,188,85,5500000,34000,12800000,3,2,1,30.0,2018-07-14,73333.33
189060,A. Dragović,Aleksandar Dragović,Austria,29,75,76,1,Bayer 04 Leverkusen,2016 ~ 2021,active,2016,2021,CB,CB,Right,CB,186,84,5000000,46000,11500000,4,2,2,21.0,2016-08-23,66666.67
132740,J. Hansen,Jesper Hansen,Denmark,35,75,75,0,FC Midtjylland,2017 ~ 2022,active,2017,2022,GK,GK,Right,GK,188,78,625000,13000,2300000,4,1,1,5.0,2017-07-01,8333.33
193408,H. Seferović,Haris Seferović,Switzerland,28,75,75,0,SL Benfica,2017 ~ 2023,active,2017,2023,ST,ST,Left,ST,189,85,6000000,15000,14000000,2,3,2,31.0,2017-07-01,80000.0
242816,Riqui Puig,Ricard Puig Martí,Spain,20,75,88,13,FC Barcelona,2018 ~ 2021,active,2018,2021,"CM, CAM",CM,Right,CAM,169,56,13500000,77000,33400000,3,3,1,706.0,2018-07-01,180000.0
177019,F. Lustenberger,Fabian Lustenberger,Switzerland,32,75,75,0,BSC Young Boys,2019 ~ 2022,active,2019,2022,"CB, CDM",CB,Right,CB,182,73,3600000,20000,6500000,3,2,2,4.0,2019-07-01,48000.0
192041,N. Araújo,Néstor Araújo,Mexico,28,75,76,1,RC Celta,2018 ~ 2023,active,2018,2023,CB,CB,Right,CB,188,87,5500000,21000,14100000,3,2,1,27.0,2018-07-02,73333.33
193011,S. Cook,Steve Cook,England,29,75,75,0,Bournemouth,2012 ~ 2021,active,2012,2021,CB,CB,Right,CB,185,82,4700000,14000,10500000,3,2,1,17.0,2012-01-03,62666.67
148526,P. Kieszek,Paweł Kieszek,Poland,36,75,75,0,Rio Ave FC,2019 ~ 2021,active,2019,2021,GK,GK,Right,GK,187,80,625000,5000,2300000,2,1,1,10.0,2019-07-12,8333.33
223885,A. Nübel,Alexander Nübel,Germany,23,75,83,8,FC Bayern München,2020 ~ 2025,active,2020,2025,GK,GK,Right,GK,193,86,11000000,34000,13900000,5,1,1,127.0,2020-07-01,146666.67
134820,S. Brown,Scott Brown,Scotland,35,75,75,0,Celtic,2007 ~ 2021,active,2007,2021,CDM,CDM,Right,CDM,175,80,1600000,30000,3800000,3,2,2,19.0,2007-05-29,21333.33
211108,Fei Nanduo,Nanduo Fei,China PR,27,75,75,0,Guangzhou Evergrande Taobao FC,2020 ~ 2023,active,2020,2023,"RW, LW, CF",RW,Left,RW,174,63,6000000,24000,11200000,3,3,1,34.0,2020-01-01,80000.0
238744,W. McKennie,Weston McKennie,United States,21,75,84,9,Juventus,2017 ~ 2024,active,2017,2024,"CM, CDM, CB",CM,Right,CB,185,84,12500000,43000,18500000,3,3,1,462.0,2017-07-01,166666.67
214692,C. Cueva,Christian Cueva,Peru,28,75,75,0,Yeni Malatyaspor,2020 ~ 2025,active,2020,2025,"LM, CAM",LM,Right,LM,168,61,5500000,16000,13000000,4,3,1,23.0,2020-10-07,73333.33
199576,Oriol Romeu,Oriol Romeu Vidal,Spain,28,75,75,0,Southampton,2015 ~ 2021,active,2015,2021,"CDM, CM",CDM,Right,CDM,183,83,4900000,44000,11400000,3,2,2,31.0,2015-08-12,65333.33
237207,S. Kalu,Samuel Kalu,Nigeria,22,75,80,5,FC Girondins de Bordeaux,2018 ~ 2023,active,2018,2023,"LM, RM, RW",LM,Right,RM,178,79,8500000,25000,18700000,4,4,1,30.0,2018-08-06,113333.33
205193,K. Rekik,Karim Rekik,Netherlands,25,75,79,4,Sevilla FC,2020 ~ 2025,active,2020,2025,CB,CB,Left,CB,186,84,7000000,21000,16300000,2,2,1,71.0,2020-10-05,93333.33
239045,E. Kılınç,Emre Kılınç,Turkey,25,75,76,1,Galatasaray SK,2020 ~ 2024,active,2020,2024,"LM, RM",LM,Left,LM,174,68,6500000,51000,15800000,3,3,1,17.0,2020-08-12,86666.67
176009,S. Kums,Sven Kums,Belgium,32,75,75,0,KAA Gent,2020 ~ 2023,active,2020,2023,"CM, CDM, CAM",CM,Right,CM,175,73,4400000,22000,7500000,4,3,2,6.0,2020-07-01,58666.67
233866,O. Edouard,Odsonne Edouard,France,22,75,84,9,Celtic,2018 ~ 2022,active,2018,2022,ST,ST,Right,CAM,187,83,12500000,44000,21000000,4,4,1,206.0,2018-07-01,166666.67
192906,L. Rodríguez,Luis Miguel Rodríguez,Argentina,35,75,75,0,Club Atlético Colón,2019 ~ 2021,active,2019,2021,"ST, CAM",ST,Right,CAM,168,71,2400000,12000,4700000,4,4,1,7.0,2019-01-21,32000.0
213899,E. Balanta,Éder Balanta,Colombia,27,75,77,2,Club Brugge KV,2019 ~ 2024,active,2019,2024,"CDM, CB, CM",CDM,Left,CB,181,84,6000000,21000,10300000,2,2,1,35.0,2019-09-02,80000.0
191627,M. Rits,Mats Rits,Belgium,26,75,76,1,Club Brugge KV,2018 ~ 2024,active,2018,2024,"CM, CDM, CAM",CM,Right,CM,178,72,6500000,23000,11100000,5,3,1,36.0,2018-07-01,86666.67
245388,J. Todibo,Jean-Clair Todibo,France,20,75,86,11,SL Benfica,"Jun 30, 2022 On Loan",loan,2022,2022,CB,CB,Right,CB,190,81,11500000,68000,0,2,3,1,386.0,2019-01-31,153333.33
246669,B. Saka,Bukayo Saka,England,18,75,88,13,Arsenal,2018 ~ 2025,active,2018,2025,"LM, LWB",LM,Left,LM,178,65,13000000,22000,30300000,4,3,1,695.0,2018-09-14,173333.33
245155,M. Kudus,Mohammed Kudus,Ghana,19,75,85,10,Ajax,2020 ~ 2025,active,2020,2025,"CAM, CM",CAM,Left,CAM,177,70,12000000,9000,16800000,3,4,1,491.0,2020-07-16,160000.0
194957,P. Jones,Phil Jones,England,28,75,75,0,Manchester United,2011 ~ 2023,active,2011,2023,CB,CB,Right,CB,185,71,4800000,79000,11400000,3,2,2,167.0,2011-07-01,64000.0
182670,M. Tekdemir,Mahmut Tekdemir,Turkey,32,75,75,0,Medipol Başakşehir FK,2006 ~ 2024,active,2006,2024,"CDM, CM, CB",CDM,Right,CDM,178,68,3700000,30000,8400000,3,2,1,4.0,2006-01-23,49333.33
204943,Luo Guofu,Guofu Luo,China PR,32,75,75,0,Guangzhou Evergrande Taobao FC,2020 ~ 2022,active,2020,2022,ST,ST,Right,CF,176,72,4600000,24000,8800000,3,3,1,22.0,2020-01-01,61333.33
190607,D. Quintero,Darwin Quintero,Colombia,32,75,75,0,Houston Dynamo,2019 ~ 2021,active,2019,2021,"CAM, ST, LM",CAM,Right,RW,166,66,4500000,9000,7300000,3,4,1,20.0,2019-11-13,60000.0
198032,D. Burn,Dan Burn,England,28,75,76,1,Brighton & Hove Albion,2018 ~ 2023,active,2018,2023,"CB, LB",CB,Left,CB,198,87,5500000,46000,12800000,3,2,1,25.0,2018-08-09,73333.33
205970,J. Wallace,Jed Wallace,England,26,75,76,1,Millwall,2017 ~ 2021,active,2017,2021,"RM, RW, LM",RM,Right,RM,178,70,6500000,15000,15800000,4,4,1,24.0,2017-06-26,86666.67
231826,Y. Karamoh,Yann Karamoh,France,21,75,82,7,Parma,2020 ~ 2023,active,2020,2023,"RM, RW",RM,Right,RM,185,77,11500000,22000,19000000,4,4,1,75.0,2020-09-01,153333.33
236690,M. Ngadeu,Michael Ngadeu,Cameroon,29,75,75,0,KAA Gent,2019 ~ 2023,active,2019,2023,CB,CB,Right,CB,190,93,4700000,21000,8300000,5,2,1,10.0,2019-07-19,62666.67
178322,M. Layún,Miguel Layún,Mexico,32,75,75,0,Monterrey,2019 ~ 2021,active,2019,2021,"RB, LB, RM",RB,Right,RB,178,71,3900000,34000,7000000,5,3,3,29.0,2019-01-30,52000.0
199827,P. Hernández,Pablo Hernández,Chile,33,75,75,0,Independiente,2018 ~ 2021,active,2018,2021,"CM, CDM",CM,Left,CM,185,81,3500000,18000,5900000,3,3,2,7.0,2018-07-05,46666.67
215699,Y. Sabaly,Youssouf Sabaly,Senegal,27,75,75,0,FC Girondins de Bordeaux,2017 ~ 2021,active,2017,2021,"RB, RM, LB",RB,Right,RB,173,68,5500000,26000,12000000,4,3,2,12.0,2017-06-30,73333.33
217235,Zainadine,Zainadine Chavango Júnior,Mozambique,32,75,75,0,Clube Sport Marítimo,2017 ~ 2022,active,2017,2022,CB,CB,Right,CB,178,70,3600000,10000,9000000,3,2,1,6.0,2017-07-01,48000.0
221587,J. Lolley,Joe Lolley,England,27,75,75,0,Nottingham Forest,2018 ~ 2023,active,2018,2023,"RM, CAM, LM",RM,Left,RM,178,72,6000000,45000,13300000,3,4,1,32.0,2018-01-31,80000.0
236947,J. Torunarigha,Jordan Torunarigha,Germany,22,75,85,10,Hertha BSC,2016 ~ 2023,active,2016,2023,"CB, LB",CB,Left,CB,191,80,12000000,30000,19000000,2,2,1,409.0,2016-12-17,160000.0
194979,Tiago Pinto,Tiago Miguel Baía Pinto,Portugal,32,75,75,0,MKE Ankaragücü,2018 ~ 2022,active,2018,2022,LB,LB,Left,LB,177,70,3900000,23000,8200000,2,3,1,6.0,2018-07-16,52000.0
241827,Martín,Martín Aguirregabiria,Spain,24,75,80,5,Deportivo Alavés,2014 ~ 2022,active,2014,2022,"RB, RM",RB,Right,RB,178,69,8000000,18000,17400000,3,3,1,20.0,2014-07-01,106666.67
155887,M. Bradley,Michael Bradley,United States,32,75,75,0,Toronto FC,2014 ~ 2020,active,2014,2020,"CDM, CM",CDM,Right,CDM,188,79,3700000,8000,6600000,3,2,2,18.0,2014-01-10,49333.33
169115,A. Masiello,Andrea Masiello,Italy,34,75,75,0,Genoa,2020 ~ 2022,active,2020,2022,CB,CB,Right,CB,184,82,1800000,15000,4500000,2,2,2,5.0,2020-01-29,24000.0
243952,A. Lunin,Andriy Lunin,Ukraine,21,75,87,12,Real Madrid,2018 ~ 2024,active,2018,2024,GK,GK,Right,GK,192,87,12000000,50000,21400000,3,1,1,393.0,2018-07-02,160000.0
255472,Pedrinho,Pedro Victor Delmino da Silva,Brazil,22,75,84,9,SL Benfica,2020 ~ 2025,active,2020,2025,"CAM, RM",CAM,Left,CAM,172,65,12500000,11000,23100000,4,4,1,282.0,2020-03-11,166666.67
167665,N. Domingo,Nicolás Domingo,Argentina,35,75,75,0,Olimpia Asunción,2020 ~ 2025,active,2020,2025,"CDM, CM, CB",CDM,Right,CDM,174,70,1600000,900,4600000,3,3,1,7.0,2020-01-09,21333.33
212722,D. Yedlin,DeAndre Yedlin,United States,26,75,76,1,Newcastle United,2016 ~ 2021,active,2016,2021,"RWB, RB",RWB,Right,RWB,172,75,6000000,33000,13800000,3,3,1,94.0,2016-08-24,80000.0
186098,R. Cota,Rodolfo Cota,Mexico,32,75,75,0,Club León,2018 ~ 2022,active,2018,2022,GK,GK,Right,GK,183,86,2800000,17000,6800000,2,1,1,6.0,2018-07-06,37333.33
239592,J. Macías,José Juan Macías,Mexico,20,75,84,9,Guadalajara,2017 ~ 2022,active,2017,2022,ST,ST,Right,ST,177,73,12500000,34000,20000000,3,3,1,173.0,2017-07-01,166666.67
216774,W. Hoedt,Wesley Hoedt,Netherlands,26,75,78,3,Lazio,"Jun 30, 2021 On Loan",loan,2021,2021,CB,CB,Left,CB,188,77,6500000,42000,0,3,2,2,61.0,2017-08-22,86666.67
183280,A. Rami,Adil Rami,France,34,75,75,0,Boavista FC,2020 ~ 2022,active,2020,2022,CB,CB,Right,CB,190,90,1800000,9000,5300000,3,2,3,32.0,2020-09-04,24000.0
230341,Joshuando Sá,Joshua Eduardo Sá Madeira,Brazil,24,75,75,0,Santos,2019 ~ 2023,active,2019,2023,"LB, LWB",LB,Left,LB,182,81,6000000,20000,12400000,3,2,1,2.0,2019-01-01,80000.0
215193,L. Menossi,Lucas Menossi,Argentina,26,75,78,3,San Lorenzo de Almagro,2019 ~ 2023,active,2019,2023,"CDM, CM",CDM,Right,CM,169,70,6500000,18000,11800000,3,3,1,7.0,2019-07-03,86666.67
215449,R. Skov,Robert Skov,Denmark,24,75,81,6,TSG 1899 Hoffenheim,2019 ~ 2024,active,2019,2024,"LWB, RM, LB",LWB,Left,LM,185,81,8500000,24000,15200000,3,3,1,112.0,2019-07-27,113333.33
194201,P. Jansson,Pontus Jansson,Sweden,29,75,76,1,Brentford,2019 ~ 2022,active,2019,2022,CB,CB,Right,CB,194,86,5000000,38000,12800000,3,2,1,26.0,2019-07-08,66666.67
205211,M. Borjan,Milan Borjan,Canada,32,75,75,0,No Club,Free,free,,,GK,GK,Right,GK,196,84,0,0,0,2,1,1,10.0,2020-02-06,0.0
211099,O. Nguette,Opa Nguette,Senegal,25,75,76,1,FC Metz,2016 ~ 2022,active,2016,2022,"LW, RW",LW,Right,LW,182,76,6500000,19000,16600000,3,4,1,13.0,2016-07-01,86666.67
192667,A. Nyom,Allan Nyom,Cameroon,32,75,75,0,Getafe CF,2019 ~ 2021,active,2019,2021,"RM, LB, RB",RM,Right,RM,189,80,4500000,25000,10500000,3,3,2,74.0,2019-07-24,60000.0
232099,M. Grujić,Marko Grujić,Serbia,24,75,81,6,FC Porto,"Jun 30, 2021 On Loan",loan,2021,2021,"CM, CDM",CM,Right,CM,191,86,9000000,58000,0,3,3,1,59.0,2016-01-06,120000.0
201884,R. Brady,Robbie Brady,Republic of Ireland,28,75,75,0,Burnley,2017 ~ 2021,active,2017,2021,"LM, RM",LM,Left,LM,179,77,5500000,48000,12400000,3,4,1,34.0,2017-01-31,73333.33
251804,S. Dest,Sergiño Dest,United States,19,75,86,11,FC Barcelona,2020 ~ 2025,active,2020,2025,RB,RB,Right,RM,175,62,11500000,50000,22500000,4,4,1,1300.0,2020-10-01,153333.33
228509,J. Reine-Adélaïde,Jeff Reine-Adélaïde,France,22,75,85,10,OGC Nice,"Jun 30, 2021 On Loan",loan,2021,2021,"CM, CAM, RM",CM,Right,CAM,184,75,12500000,43000,0,3,4,1,204.0,2019-08-14,166666.67
176285,W. Reid,Winston Reid,New Zealand,31,75,75,0,Sporting Kansas City,"Dec 31, 2020 On Loan",loan,2020,2020,CB,CB,Right,CB,190,87,3800000,33000,0,3,2,2,24.0,2010-08-01,50666.67
182941,P. Aguilar,Pablo Aguilar,Paraguay,33,75,75,0,Cruz Azul,2018 ~ 2021,active,2018,2021,CB,CB,Right,CB,178,78,2700000,48000,5300000,3,2,1,6.0,2018-07-01,36000.0
221342,Pablo Maffeo,Pablo Maffeo Becerra,Spain,22,75,82,7,SD Huesca,"Jun 30, 2021 On Loan",loan,2021,2021,"RB, RWB",RB,Right,RB,172,70,11000000,18000,0,3,3,1,97.0,2018-07-01,146666.67
225182,J. Barrera,Jarlan Barrera,Colombia,24,75,80,5,Atlético Nacional,2019 ~ 2022,active,2019,2022,"CAM, RM",CAM,Left,CAM,171,73,8500000,6000,13300000,4,4,1,18.0,2019-07-08,113333.33
231070,B. Pittón,Bruno Pittón,Argentina,27,75,76,1,San Lorenzo de Almagro,2019 ~ 2022,active,2019,2022,"LB, LWB, LM",LB,Left,LB,174,70,6000000,18000,10200000,2,2,1,9.0,2019-07-03,80000.0
191135,L. Júnior,Lago Júnior,Ivory Coast,29,75,75,0,RCD Mallorca,2016 ~ 2021,active,2016,2021,"LM, RM",LM,Right,LM,180,79,5500000,11000,10400000,4,4,1,20.0,2016-01-27,73333.33
193440,N. Viergever,Nick Viergever,Netherlands,30,75,75,0,PSV,2018 ~ 2022,active,2018,2022,"CB, LB",CB,Left,CB,183,77,4600000,15000,7700000,2,2,1,27.0,2018-07-01,61333.33
234913,C. Fassnacht,Christian Fassnacht,Switzerland,26,75,76,1,BSC Young Boys,2017 ~ 2023,active,2017,2023,"RM, LM, CAM",RM,Right,RM,185,77,6500000,22000,12600000,3,3,1,12.0,2017-06-20,86666.67
240289,Calero,Fernando Calero Villa,Spain,24,75,80,5,RCD Espanyol,2019 ~ 2024,active,2019,2024,CB,CB,Right,CB,183,71,7500000,8000,12600000,4,3,1,52.0,2019-08-09,100000.0
211107,Frederico Venâncio,Frederico André Ferrão Venâncio,Portugal,27,75,78,3,CD Lugo,"Jun 30, 2021 On Loan",loan,2021,2021,CB,CB,Right,CB,186,81,6500000,10000,0,3,2,1,4.0,2018-07-07,86666.67
226211,Roger Guedes,Roger Krug Guedes,Brazil,23,75,79,4,Shandong Luneng TaiShan FC,2020 ~ 2025,active,2020,2025,"ST, CF",ST,Right,RM,184,87,8000000,18000,15100000,3,4,1,30.0,2020-09-28,106666.67
237715,P. Cutrone,Patrick Cutrone,Italy,22,75,82,7,Fiorentina,"Jun 30, 2021 On Loan",loan,2021,2021,ST,ST,Right,ST,183,79,11500000,60000,0,3,3,1,134.0,2019-07-30,153333.33
224151,H. Martín,Henry Martín,Mexico,27,75,76,1,Club América,2018 ~ 2021,active,2018,2021,"ST, RW",ST,Right,ST,177,73,6500000,38000,14200000,3,3,1,40.0,2018-01-01,86666.67
230295,Cris Laranjeiros,Cristian Also Laranjeiro Sá,Brazil,28,75,75,0,São Paulo,2019 ~ 2023,active,2019,2023,CB,CB,Right,CB,185,85,4800000,32000,11400000,3,2,1,2.0,2019-01-01,64000.0
222123,A. Long,Aaron Long,United States,27,75,78,3,New York Red Bulls,2017 ~ 2021,active,2017,2021,CB,CB,Right,CB,185,86,6500000,8000,11000000,3,2,1,56.0,2017-02-22,86666.67
204738,R. Ibarra,Renato Ibarra,Ecuador,29,75,75,0,Club Atlas,"Jun 30, 2021 On Loan",loan,2021,2021,"RM, RW",RM,Right,RM,175,69,5500000,36000,0,3,3,1,29.0,2016-07-01,73333.33
211381,S. Boufal,Sofiane Boufal,Morocco,26,75,75,0,Angers SCO,2020 ~ 2024,active,2020,2024,LM,LM,Right,LM,175,67,6000000,22000,14000000,4,4,2,27.0,2020-10-05,80000.0
211879,J. Haberer,Janik Haberer,Germany,26,75,76,1,SC Freiburg,2016 ~ 2024,active,2016,2024,"CM, CF, RM",CM,Right,CM,186,76,6500000,23000,14100000,3,3,1,21.0,2016-07-01,86666.67
245158,L. Suárez,Luis Javier Suárez,Colombia,22,75,86,11,Granada CF,2020 ~ 2021,active,2020,2021,ST,ST,Right,ST,185,74,12500000,23000,26500000,4,3,1,281.0,2020-10-02,166666.67
224949,J. Dilrosun,Javairô Dilrosun,Netherlands,22,75,86,11,Hertha BSC,2018 ~ 2024,active,2018,2024,LM,LM,Left,LM,174,74,12500000,33000,21900000,2,4,1,152.0,2018-07-01,166666.67
152999,R. Palacio,Rodrigo Palacio,Argentina,38,75,75,0,Bologna,2017 ~ 2021,active,2017,2021,"ST, CAM",ST,Right,RW,176,70,1900000,24000,4300000,3,4,2,17.0,2017-08-18,25333.33
